checked_at,copyright,crop_count,date_submitted,file_description,file_name,image_type,imslp_id,publisher_information,reason,resolved_work_title,scanner,source_url,status,uploader,work_title,work_url
2026-08-31T10:37:48Z,Public Domain,18,2013/6/19,Complete Score,SIBLEY1802.15819.3a93-39087014367694delicious.pdf,,IMSLP285345,"London: [[Boosey & Co.]], 1897. Plate H. 1907.",not an original Normal Scan,,{{SibleyScan|1802/15819}},https://imslp.org/wiki/Special:ImagefromIndex/285345,exclude,[[User:Yoder|Yoder]],"How Delicious is the Winning (Lehmann, Amelia)",https://imslp.org/wiki/How_Delicious_is_the_Winning_%28Lehmann%2C_Amelia%29
2026-08-31T10:37:48Z,Public Domain,22,2013/6/19,Complete Score,SIBLEY1802.15822.ea9c-39087014367694highland.pdf,,IMSLP285346,"London: [[Boosey & Co.]], n.d. Plate H. 226.",not an original Normal Scan,,{{SibleyScan|1802/15822}},https://imslp.org/wiki/Special:ImagefromIndex/285346,exclude,[[User:Yoder|Yoder]],"The Highland Plaid (Lehmann, Amelia)",https://imslp.org/wiki/The_Highland_Plaid_%28Lehmann%2C_Amelia%29
2026-08-31T10:37:48Z,Public Domain,22,2013/6/19,Complete Score,SIBLEY1802.15823.5a15-39087014367694kind.pdf,,IMSLP285347,"London: [[Boosey & Co.]], n.d. Plate H. 506.",not an original Normal Scan,,{{SibleyScan|1802/15823}},https://imslp.org/wiki/Special:ImagefromIndex/285347,exclude,[[User:Yoder|Yoder]],"When Love is Kind (Lehmann, Amelia)",https://imslp.org/wiki/When_Love_is_Kind_%28Lehmann%2C_Amelia%29
2026-08-31T10:37:48Z,Public Domain,24,2013/6/19,Complete Score,SIBLEY1802.15832.b70c-39087014367694wisdom.pdf,,IMSLP285360,"London: [[Boosey & Co.]], 1893. Plate H. 736.",not an original Normal Scan,,{{SibleyScan|1802/15832}},https://imslp.org/wiki/Special:ImagefromIndex/285360,exclude,[[User:Yoder|Yoder]],"Wisdom and Love (Lehmann, Amelia)",https://imslp.org/wiki/Wisdom_and_Love_%28Lehmann%2C_Amelia%29
2026-08-31T10:37:48Z,,28,,,,,IMSLP286578,,IMSLP work page not resolved,"Then and now (Gray, Louisa)",,,needs_manual_review,,"Then and now (Gray, Louisa)",
2026-08-31T10:37:48Z,,32,,,,,IMSLP286659,,IMSLP work page not resolved,"He doesn’t love me (Gray, Louisa)",,,needs_manual_review,,"He doesn’t love me (Gray, Louisa)",
2026-08-31T10:37:49Z,Public Domain,29,2014/6/13,Complete Score (E minor: high voice),PMLP532927-Grandval_-_Bohemien_-_vpf-bdh.pdf,,IMSLP329302,{{P|Heugel||Paris|n.d.[1865]|1865||H.3187(2)}},not an original Normal Scan,,{{BDH|bnesearch/detalle/bdh0000121228}},https://imslp.org/wiki/Special:ImagefromIndex/329302,exclude,[[User:Massenetique|Massenetique]],"Le bohémien (Grandval, Clémence de)",https://imslp.org/wiki/Le_boh%C3%A9mien_%28Grandval%2C_Cl%C3%A9mence_de%29
2026-08-31T10:37:49Z,Public Domain,2,2014/6/13,Complete Score,PMLP532930-Grandval_-_Delaissee_-_vpf-bdh.pdf,,IMSLP329303,{{P|Heugel||Paris|n.d.[1867]|1867||H.3475}},not an original Normal Scan,,{{BDH|bnesearch/detalle/bdh0000123847}},https://imslp.org/wiki/Special:ImagefromIndex/329303,exclude,[[User:Massenetique|Massenetique]],"La délaissée (Grandval, Clémence de)",https://imslp.org/wiki/La_d%C3%A9laiss%C3%A9e_%28Grandval%2C_Cl%C3%A9mence_de%29
2026-08-31T10:37:49Z,Public Domain,20,2014/6/13,Complete Score (F major: medium voice),PMLP532939-Grandval_-_Lucioles_-_vpf-bdh.pdf,,IMSLP329304,{{P|Heugel||Paris|n.d.[1866]|1866||H.3327(1)}},not an original Normal Scan,,{{BDH|bnesearch/detalle/bdh0000121227}},https://imslp.org/wiki/Special:ImagefromIndex/329304,exclude,[[User:Massenetique|Massenetique]],"Les lucioles (Grandval, Clémence de)",https://imslp.org/wiki/Les_lucioles_%28Grandval%2C_Cl%C3%A9mence_de%29
2026-08-31T10:37:49Z,Public Domain,6,2009/6/18,Complete Score (in {{K|F}}),SIBLEY1802.3973.9583.faaa-39087011984780.pdf,Normal Scan,IMSLP33023,{{P|Boosey & Hawkes|Boosey & Co.|London||1908||H. 5965}},IMSLP exact-file record: Public Domain + Normal Scan,,{{SibleyScan|1802/3973}},https://imslp.org/wiki/Special:ImagefromIndex/33023,candidate_pd_scan,[[User:Mattheson78|Mattheson78]],"Is She Not Passing Fair? (Elgar, Edward)",https://imslp.org/wiki/Is_She_Not_Passing_Fair%3F_%28Elgar%2C_Edward%29
2026-08-31T10:37:50Z,Public Domain,36,,Complete Score,PMLP641831-abrams_crazy_jane_turnpikegatecomi00mazz.pdf,,IMSLP396671,{{P|Mori & Lavenu|L. Lavenu|London||||}},not an original Normal Scan,,,https://imslp.org/wiki/Special:ImagefromIndex/396671,exclude,,"Crazy Jane (Abrams, Harriett)",https://imslp.org/wiki/Crazy_Jane_%28Abrams%2C_Harriett%29
2026-08-31T10:37:50Z,,2,,,,,IMSLP397171,,IMSLP work page not resolved,"Five o’clock in the morning (Barnard, Charlotte Alington - aka Claribel)",,,needs_manual_review,,"Five o’clock in the morning (Barnard, Charlotte Alington - aka Claribel)",
2026-08-31T10:37:51Z,,29,,,,,IMSLP397173,,IMSLP work page not resolved,"Milly’s Faith (Barnard, Charlotte Alington - aka Claribel)",,,needs_manual_review,,"Milly’s Faith (Barnard, Charlotte Alington - aka Claribel)",
2026-08-31T10:37:51Z,,18,,,,,IMSLP41375,,IMSLP work page not resolved,"2 Abschiedslied der Zugvögel, MWV J 9 (Mendelssohn, Felix)",,,needs_manual_review,,"2 Abschiedslied der Zugvögel, MWV J 9 (Mendelssohn, Felix)",
2026-08-31T10:37:53Z,,14,,,,,IMSLP414132,,IMSLP work page not resolved,"I know a lovely garden (Hardelot, Guy d’)",,,needs_manual_review,,"I know a lovely garden (Hardelot, Guy d’)",
2026-08-31T10:37:53Z,,6,,,,,IMSLP420543,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"6 Vœu (Jaëll, Marie)",
2026-08-31T10:37:55Z,Public Domain,6,2016/5/9,Complete score,PMLP685494-HARDELOT_The_Little_White_Town.pdf,,IMSLP422393,{{P|Chappell|Chappell & Co|London||1904||6502}},not an original Normal Scan,,Adam Ramet,https://imslp.org/wiki/Special:ImagefromIndex/422393,exclude,[[User:Themodist.com|Adam Ramet]],"The Little White Town (Hardelot, Guy d')",https://imslp.org/wiki/The_Little_White_Town_%28Hardelot%2C_Guy_d%27%29
2026-08-31T10:37:57Z,Public Domain,61,2016/8/8,Complete Score,PMLP706018-Helena-Osterns_natt_duett_score.pdf,Normal Scan,IMSLP434340,"Stockholm: Abr. Lundquists förlag, n.d[1894]. Plate Abr. L. 2875.",IMSLP exact-file record: Public Domain + Normal Scan,,{{SMH}},https://imslp.org/wiki/Special:ImagefromIndex/434340,candidate_pd_scan,[[User:Igor stravinsky|IS]],"Österns natt (Munktell, Helena)",https://imslp.org/wiki/%C3%96sterns_natt_%28Munktell%2C_Helena%29
2026-08-31T10:37:57Z,,32,,,,,IMSLP435041,,IMSLP work page not resolved,"1 It was a Lover and His Lass (Delius, Frederick)",,,needs_manual_review,,"1 It was a Lover and His Lass (Delius, Frederick)",
2026-08-31T10:37:58Z,Public Domain,13,2016/8/16,Complete Score,PMLP707817-Attente.pdf,,IMSLP435483,{{P|Ricordi|Société Anonyme des Éditions Ricordi|Paris|1918|||R. 535}},not an original Normal Scan,,{{UM}},https://imslp.org/wiki/Special:ImagefromIndex/435483,exclude,[[User:Reiny|Reiny]],"Attente (Boulanger, Lili)",https://imslp.org/wiki/Attente_%28Boulanger%2C_Lili%29
2026-08-31T10:37:58Z,Public Domain,13,2016/8/17,Complete Score,PMLP707821-Reflets.pdf,,IMSLP435485,{{P|Ricordi||Paris||1919||R. 563}},not an original Normal Scan,,Univ. of Mich.,https://imslp.org/wiki/Special:ImagefromIndex/435485,exclude,[[User:Reiny|Reiny]],"Reflets (Boulanger, Lili)",https://imslp.org/wiki/Reflets_%28Boulanger%2C_Lili%29
2026-08-31T10:37:58Z,,21,,,,,IMSLP43630,,IMSLP work page not resolved,"3 Gruss, MWV J 8 (Mendelssohn, Felix)",,,needs_manual_review,,"3 Gruss, MWV J 8 (Mendelssohn, Felix)",
2026-08-31T10:38:00Z,,39,,,,,IMSLP43758,,IMSLP work page not resolved,"4 Herbstlied, MWV J 11 (Mendelssohn, Felix)",,,needs_manual_review,,"4 Herbstlied, MWV J 11 (Mendelssohn, Felix)",
2026-08-31T10:38:01Z,,2,,,,,IMSLP43916,,IMSLP work page not resolved,"5 Volkslied, MWV J 10 (Mendelssohn, Felix)",,,needs_manual_review,,"5 Volkslied, MWV J 10 (Mendelssohn, Felix)",
2026-08-31T10:38:03Z,,69,,,,,IMSLP44341,,IMSLP work page not resolved,"6 Maiglöckchen und die Blümelein, MWV J 7 (Mendelssohn, Felix)",,,needs_manual_review,,"6 Maiglöckchen und die Blümelein, MWV J 7 (Mendelssohn, Felix)",
2026-08-31T10:38:05Z,Public Domain,23,2017/1/1,Complete Score,PMLP737489-Hodges-Dreams-orig.pdf,,IMSLP453689,{{P|Lee & Walker||Philadelphia||||5395 9}},not an original Normal Scan,,{{plain|http://levysheetmusic.mse.jhu.edu/catalog/levy:174.088|Levy Sheet Music}},https://imslp.org/wiki/Special:ImagefromIndex/453689,exclude,[[User:Stefan Apke|Stefan Apke]],"Dreams (Hodges, Faustina Hasse)",https://imslp.org/wiki/Dreams_%28Hodges%2C_Faustina_Hasse%29
2026-08-31T10:38:05Z,Public Domain,2,2017/1/19,Complete Score,PMLP741441-BOULANGER_dans_l'immense_tristesse.pdf,,IMSLP456168,{{P|Ricordi||Paris||1919||R. 484}},not an original Normal Scan,,{{BNF}},https://imslp.org/wiki/Special:ImagefromIndex/456168,exclude,[[User:Ys|Ys]],"Dans l'immense tristesse (Boulanger, Lili)",https://imslp.org/wiki/Dans_l%27immense_tristesse_%28Boulanger%2C_Lili%29
2026-08-31T10:38:06Z,,16,,,,,IMSLP476181,,IMSLP work page not resolved,"1 Roister Doister (Warlock, Peter)",,,needs_manual_review,,"1 Roister Doister (Warlock, Peter)",
2026-08-31T10:38:07Z,,15,,,,,IMSLP476183,,IMSLP work page not resolved,"3 Lusty Juventus (Warlock, Peter)",,,needs_manual_review,,"3 Lusty Juventus (Warlock, Peter)",
2026-08-31T10:38:08Z,Public Domain,22,2018/1/2,Complete Score,PMLP822097-Ferrari_Trennung.pdf,Normal Scan,IMSLP507203,{{P|Johann André||Offenbach|{{HMB|1875|266}}|||11896}},IMSLP exact-file record: Public Domain + Normal Scan,,afp0815,https://imslp.org/wiki/Special:ImagefromIndex/507203,candidate_pd_scan,[[User:Afp0815|Afp0815]],"Lontan dagli occhi, lontan dal cuore, Op.17 (Ferrari, Gabrielle)",https://imslp.org/wiki/Lontan_dagli_occhi%2C_lontan_dal_cuore%2C_Op.17_%28Ferrari%2C_Gabrielle%29
2026-08-31T10:38:08Z,Public Domain,20,2018/1/12,Low Version ({{K|Db}}),PMLP824313-NLA_Har_Dawn_lo_Dfl.pdf,,IMSLP508574,"{{P|Chappell||London||1902||21487, 5029}}",not an original Normal Scan,,{{NLA}},https://imslp.org/wiki/Special:ImagefromIndex/508574,exclude,[[User:Schalltrichter|Schalltrichter]],"The Dawn (Hardelot, Guy d')",https://imslp.org/wiki/The_Dawn_%28Hardelot%2C_Guy_d%27%29
2026-08-31T10:38:10Z,Public Domain,8,2018/9/19,Complete Score,PMLP875683-de19442d60810a7087a30128572bf12d.pdf,,IMSLP542017,{{P|J. Curwen & Sons|J. Curwen & Sons Ltd.|London||||}},not an original Normal Scan,,Phillip21,https://imslp.org/wiki/Special:ImagefromIndex/542017,exclude,[[User:Phillip21|Phillip21]],"To England (Barnby, Joseph)",https://imslp.org/wiki/To_England_%28Barnby%2C_Joseph%29
2026-08-31T10:38:10Z,,3,,,,,IMSLP55434,,IMSLP work page not resolved,"4 L’Heure d’Azur (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"4 L’Heure d’Azur (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:11Z,,24,,,,,IMSLP555778,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"2 The River (Elgar, Edward)",
2026-08-31T10:38:12Z,Public Domain,22,2019/1/11,Complete Score ({{K|C}}),PMLP897125-327788a2bf2d0036998c3c84b5485681.pdf,,IMSLP556523,{{P|Chappell||London||1909||23893}},not an original Normal Scan,,Phillip21,https://imslp.org/wiki/Special:ImagefromIndex/556523,exclude,[[User:Phillip21|Phillip21]],"In 1822 (Hardelot, Guy d')",https://imslp.org/wiki/In_1822_%28Hardelot%2C_Guy_d%27%29
2026-08-31T10:38:14Z,,16,,,,,IMSLP557086,,IMSLP work page not resolved,"1 La main (Viardot, Pauline)",,,needs_manual_review,,"1 La main (Viardot, Pauline)",
2026-08-31T10:38:15Z,,14,,,,,IMSLP557087,,IMSLP work page not resolved,"2 Dernier aveu (Viardot, Pauline)",,,needs_manual_review,,"2 Dernier aveu (Viardot, Pauline)",
2026-08-31T10:38:16Z,,20,,,,,IMSLP557088,,IMSLP work page not resolved,"3b J’en mourrai (Viardot, Pauline)",,,needs_manual_review,,"3b J’en mourrai (Viardot, Pauline)",
2026-08-31T10:38:16Z,,29,,,,,IMSLP557090,,IMSLP work page not resolved,"5 Gentilles hirondelles (Viardot, Pauline)",,,needs_manual_review,,"5 Gentilles hirondelles (Viardot, Pauline)",
2026-08-31T10:38:17Z,Public Domain,6,2019/1/26,"Complete Score ({{K|Bb}}, low voice)",PMLP900175-Hard_Afterwads_love.pdf,,IMSLP558603,{{P|Chappell||Melbourne||1903||21830}},not an original Normal Scan,,{{NLA}},https://imslp.org/wiki/Special:ImagefromIndex/558603,exclude,[[User:Schalltrichter|Schalltrichter]],"Afterwards, love (Hardelot, Guy d')",https://imslp.org/wiki/Afterwards%2C_love_%28Hardelot%2C_Guy_d%27%29
2026-08-31T10:38:19Z,,12,,,,,IMSLP558609,,IMSLP work page not resolved,"I knew (Hardelot, Guy d’)",,,needs_manual_review,,"I knew (Hardelot, Guy d’)",
2026-08-31T10:38:20Z,,38,,,,,IMSLP558713,,IMSLP work page not resolved,"A Hymn for Aviators (Parry, Hubert)",,,needs_manual_review,,"A Hymn for Aviators (Parry, Hubert)",
2026-08-31T10:38:20Z,,24,,,,,IMSLP578231,,IMSLP work page not resolved,"6 Chrysa (Grandval, Clémence de)",,,needs_manual_review,,"6 Chrysa (Grandval, Clémence de)",
2026-08-31T10:38:21Z,Public Domain,6,2019/7/5,Complete Score,PMLP933607-Lamento_Poe-sie_de_The-ophile_Gautier_-...-Viardot.pdf,,IMSLP580179,{{P|Enoch||Paris||||E. F. & C. 1248}},not an original Normal Scan,,{{BNF}},https://imslp.org/wiki/Special:ImagefromIndex/580179,exclude,[[User:Berwald|Berwald]],"Lamento, VWV 1139 (Viardot, Pauline)",https://imslp.org/wiki/Lamento%2C_VWV_1139_%28Viardot%2C_Pauline%29
2026-08-31T10:38:21Z,,10,,,,,IMSLP580246,,IMSLP work page not resolved,"1 À la Fontaine, VWV 1133 (Viardot, Pauline)",,,needs_manual_review,,"1 À la Fontaine, VWV 1133 (Viardot, Pauline)",
2026-08-31T10:38:23Z,,14,,,,,IMSLP580250,,IMSLP work page not resolved,"4 Sérénade à Rosine, VWV 1137 (Viardot, Pauline)",,,needs_manual_review,,"4 Sérénade à Rosine, VWV 1137 (Viardot, Pauline)",
2026-08-31T10:38:25Z,,22,,,,,IMSLP580410,,IMSLP work page not resolved,"3 Ici-bas tous les lilas meurent, VWV 1176 (Viardot, Pauline)",,,needs_manual_review,,"3 Ici-bas tous les lilas meurent, VWV 1176 (Viardot, Pauline)",
2026-08-31T10:38:26Z,,28,,,,,IMSLP580411,,IMSLP work page not resolved,"6 Les filles de Cadix, VWV 1135 (Viardot, Pauline)",,,needs_manual_review,,"6 Les filles de Cadix, VWV 1135 (Viardot, Pauline)",
2026-08-31T10:38:28Z,,24,,,,,IMSLP580584,,IMSLP work page not resolved,"6b Chanson mélancolique (Viardot, Pauline)",,,needs_manual_review,,"6b Chanson mélancolique (Viardot, Pauline)",
2026-08-31T10:38:29Z,Public Domain,16,2019/7/16,Complete Score,PMLP935669-Viardot_Andromaque.pdf,,IMSLP581585,{{P|Heugel||Paris|n.d.(ca.1887)|||H. 6415(2)}},not an original Normal Scan,,|Uploader=[[User:IgorCello|IgorCello]],https://imslp.org/wiki/Special:ImagefromIndex/581585,exclude,,"Scène d’Hermione, VWV 1007 (Viardot, Pauline)",https://imslp.org/wiki/Sc%C3%A8ne_d%E2%80%99Hermione%2C_VWV_1007_%28Viardot%2C_Pauline%29
2026-08-31T10:38:29Z,Public Domain,11,2019/7/16,Complete Score,PMLP935671-Viardot_Desespoir.pdf,,IMSLP581586,{{P|Enoch||Paris|n.d.(ca.1886)|||E. F. & C. 1250}},not an original Normal Scan,,|Uploader=[[User:IgorCello|IgorCello]],https://imslp.org/wiki/Special:ImagefromIndex/581586,exclude,,"Désespoir, VWV 1138 (Viardot, Pauline)",https://imslp.org/wiki/D%C3%A9sespoir%2C_VWV_1138_%28Viardot%2C_Pauline%29
2026-08-31T10:38:29Z,,2,,,,,IMSLP582024,,IMSLP work page not resolved,"2 Wenn du wärst mein eigen (Lang, Josephine)",,,needs_manual_review,,"2 Wenn du wärst mein eigen (Lang, Josephine)",
2026-08-31T10:38:30Z,,2,,,,,IMSLP584272,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"Ogier le Danois (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:30Z,,14,,,,,IMSLP584726,,IMSLP work page not resolved,"3 Sérénade d’automne (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"3 Sérénade d’automne (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:30Z,,2,,,,,IMSLP584727,,IMSLP work page not resolved,"2 Sérénade d’été (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"2 Sérénade d’été (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:31Z,,10,,,,,IMSLP588109,,IMSLP work page not resolved,"4 La Belle Madeleine (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"4 La Belle Madeleine (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:32Z,Public Domain,8,2019/9/8,Complete score,PMLP947417-Le_ruban_rose_1_-...-Holme-s.pdf,,IMSLP588848,{{P|Grus||Paris|1899|||L.G. 4568 (N° 2)}},not an original Normal Scan,,{{BNF}},https://imslp.org/wiki/Special:ImagefromIndex/588848,exclude,[[User:Berwald|Berwald]],"Le ruban rose (Holmès, Augusta Mary Anne)",https://imslp.org/wiki/Le_ruban_rose_%28Holm%C3%A8s%2C_Augusta_Mary_Anne%29
2026-08-31T10:38:32Z,Public Domain,16,2019/9/8,Complete Score,PMLP947427-A-_Trianon_ton_original_-...-Holme-s.pdf,,IMSLP588852,{{P|Durand||Paris||||D. & F. 5106}},not an original Normal Scan,,{{BNF}},https://imslp.org/wiki/Special:ImagefromIndex/588852,exclude,[[User:Berwald|Berwald]],"À Trianon (Holmès, Augusta Mary Anne)",https://imslp.org/wiki/%C3%80_Trianon_%28Holm%C3%A8s%2C_Augusta_Mary_Anne%29
2026-08-31T10:38:32Z,,37,,,,,IMSLP588989,,IMSLP work page not resolved,"3 Le chemin du ciel (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"3 Le chemin du ciel (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:34Z,,5,,,,,IMSLP588990,,IMSLP work page not resolved,"5 La légende de Saint Amour (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"5 La légende de Saint Amour (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:35Z,,2,,,,,IMSLP589001,,IMSLP work page not resolved,"1 Dans les boutons d’or (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"1 Dans les boutons d’or (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:36Z,,16,,,,,IMSLP589004,,IMSLP work page not resolved,"2 Sous les orangers (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"2 Sous les orangers (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:37Z,,26,,,,,IMSLP589008,,IMSLP work page not resolved,"3 Au bois dormant (Holmès, Augusta Mary Anne)",,,needs_manual_review,,"3 Au bois dormant (Holmès, Augusta Mary Anne)",
2026-08-31T10:38:38Z,Public Domain,20,2019/9/9,Complete score,PMLP947916-Viens_de-cembre_1870_-...-Holme-s.pdf,,IMSLP589118,{{P|Grus||Paris|1892|||L.G. 4683}},not an original Normal Scan,,{{BNF}},https://imslp.org/wiki/Special:ImagefromIndex/589118,exclude,[[User:Berwald|Berwald]],"Viens! (Holmès, Augusta Mary Anne)",https://imslp.org/wiki/Viens%21_%28Holm%C3%A8s%2C_Augusta_Mary_Anne%29
2026-08-31T10:38:38Z,Public Domain,33,2019/10/7,Complete Score,PMLP953779-1_Horrocks_cottage.pdf.pdf,,IMSLP592442,"''St. Cecilia'', Series 10, No.24<br>{{P|Joseph Williams|Joseph Williams Ltd.|London||1908||J.W. 13488}}",not an original Normal Scan,,Phillip21,https://imslp.org/wiki/Special:ImagefromIndex/592442,exclude,[[User:Phillip21|Phillip21]],"Cottage Cradle Song (Horrocks, Amy Elsie)",https://imslp.org/wiki/Cottage_Cradle_Song_%28Horrocks%2C_Amy_Elsie%29
2026-08-31T10:38:38Z,,20,,,,,IMSLP593990,,IMSLP work page not resolved,"There rolls the deep (Parry, Hubert)",,,needs_manual_review,,"There rolls the deep (Parry, Hubert)",
2026-08-31T10:38:38Z,Public Domain,9,2019/11/17,Complete Score,PMLP961315-Holmes_TonNom.pdf,,IMSLP597597,{{AlbMus|6|1903|}},not an original Normal Scan,,{{BNF}},https://imslp.org/wiki/Special:ImagefromIndex/597597,exclude,[[User:Morel|Morel]],"Ton nom (Holmès, Augusta Mary Anne)",https://imslp.org/wiki/Ton_nom_%28Holm%C3%A8s%2C_Augusta_Mary_Anne%29
2026-08-31T10:38:38Z,Public Domain,8,2019/11/26,Complete Score {{Vk|high|C}},PMLP281751-Chaminade_Bonne_humeur.pdf,,IMSLP598858,{{AlbMus|15|1903|}},not an original Normal Scan,,{{BNF}},https://imslp.org/wiki/Special:ImagefromIndex/598858,exclude,[[User:Morel|Morel]],"Bonne humeur (Chaminade, Cécile)",https://imslp.org/wiki/Bonne_humeur_%28Chaminade%2C_C%C3%A9cile%29
2026-08-31T10:38:38Z,Public Domain,2,2019/12/10,Complete Score,PMLP966630-Dona_adelaide.pdf,,IMSLP600893,{{P|Manoel Antônio Guimarães||Rio de Janeiro|n.d.(ca.1900)|||4651}},not an original Normal Scan,,[http://acervo.casadochoro.com.br/works/view/2584 Casa do Choro],https://imslp.org/wiki/Special:ImagefromIndex/600893,exclude,[[User:Lucas-coelho|Lucas-coelho]],"Dona Adelaide (Gonzaga, Chiquinha)",https://imslp.org/wiki/Dona_Adelaide_%28Gonzaga%2C_Chiquinha%29
2026-08-31T10:38:38Z,Public Domain,6,2019/12/10,Complete Score,PMLP966634-Feijoada_do_Brasil.pdf,,IMSLP600895,{{P|Vieira Machado & Cia.||Rio de Janeiro||1909||1569}},not an original Normal Scan,,[http://acervo.casadochoro.com.br/works/view/6006 Casa do Choro],https://imslp.org/wiki/Special:ImagefromIndex/600895,exclude,[[User:Lucas-coelho|Lucas-coelho]],"Feijoada do Brasil (Gonzaga, Chiquinha)",https://imslp.org/wiki/Feijoada_do_Brasil_%28Gonzaga%2C_Chiquinha%29
2026-08-31T10:38:38Z,Public Domain,24,2019/12/30,Complete Score,PMLP970808-1_Horrocks_cuckoo.pdf.pdf,,IMSLP603446,"''Augener's Edition (Vocal Duets for Female Voices)'', No.4188.<br>{{P|Augener|Augener Ltd.|London|n.d.[1905]|||12904}}",not an original Normal Scan,,Phillip21,https://imslp.org/wiki/Special:ImagefromIndex/603446,exclude,[[User:Phillip21|Phillip21]],"The Cuckoo (Horrocks, Amy Elsie)",https://imslp.org/wiki/The_Cuckoo_%28Horrocks%2C_Amy_Elsie%29
2026-08-31T10:38:38Z,Public Domain,69,2020/1/10,Complete Score,PMLP973406-Horrocks_blackbird.pdf,,IMSLP605026,"''Augener's Edition (Vocal Duets for Female Voices)'', No.4187.<br>{{P|Augener|Augener & Co.|London|n.d.[1905]|||12905}}",not an original Normal Scan,,Phillip21,https://imslp.org/wiki/Special:ImagefromIndex/605026,exclude,[[User:Phillip21|Phillip21]],"The Blackbird (Horrocks, Amy Elsie)",https://imslp.org/wiki/The_Blackbird_%28Horrocks%2C_Amy_Elsie%29
2026-08-31T10:38:38Z,Public Domain,8,2020/1/17,Complete Score,PMLP974918-Cá_por_couzas.pdf,,IMSLP606009,{{P|Vieira Machado & Cia.||Rio de Janeiro||||4892}},not an original Normal Scan,,{{plain|http://acervo.casadochoro.com.br/files/uploads/scores/score_8191.pdf|Acervo Casa do Choro}},https://imslp.org/wiki/Special:ImagefromIndex/606009,exclude,[[User:Lucas-coelho|Lucas-coelho]],"Cá por coisas!... (Gonzaga, Chiquinha)",https://imslp.org/wiki/C%C3%A1_por_coisas%21..._%28Gonzaga%2C_Chiquinha%29
2026-08-31T10:38:40Z,Public Domain,8,2020/1/18,Complete Score,PMLP974993-Manhã_de_amor.pdf,,IMSLP606057,{{P|Arthur Napoleão||Rio de Janeiro|n.d.[1881]|||2186}},not an original Normal Scan,,{{plain|http://acervo.casadochoro.com.br/files/uploads/scores/score_3741.pdf|Acervo Casa do Choro}},https://imslp.org/wiki/Special:ImagefromIndex/606057,exclude,[[User:Lucas-coelho|Lucas-coelho]],"Manhã de amor (Gonzaga, Chiquinha)",https://imslp.org/wiki/Manh%C3%A3_de_amor_%28Gonzaga%2C_Chiquinha%29
2026-08-31T10:38:40Z,Public Domain,48,,Complete Score,PMLP20925-Schubert_Werke_Breitkopf_Serie_XX_Band_9_F.S.918.pdf,Normal Scan,IMSLP60848,{{FPSSongs|552|918|125-29|9|1895}},IMSLP exact-file record: Public Domain + Normal Scan,,,https://imslp.org/wiki/Special:ImagefromIndex/60848,candidate_pd_scan,,"Die Sterne, D.939 (Schubert, Franz)",https://imslp.org/wiki/Die_Sterne%2C_D.939_%28Schubert%2C_Franz%29
2026-08-31T10:38:43Z,,12,,,,,IMSLP61111,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"2 Dass sie hier gewesen (Schubert, Franz)",
2026-08-31T10:38:44Z,,28,,,,,IMSLP61112,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"3 Du bist die Ruh (Schubert, Franz)",
2026-08-31T10:38:46Z,,24,,,,,IMSLP61117,,file_id_not_rendered_on_work_page,,,,needs_manual_review,,"1 Greisengesang, D.778 (Schubert, Franz)",
2026-08-31T10:38:48Z,,34,,,,,IMSLP617260,,IMSLP work page not resolved,"1 In Welschland (Lang, Josephine)",,,needs_manual_review,,"1 In Welschland (Lang, Josephine)",
2026-08-31T10:38:49Z,,2,,,,,IMSLP617446,,IMSLP work page not resolved,"La chanson de ma mie (Hardelot, Guy d’)",,,needs_manual_review,,"La chanson de ma mie (Hardelot, Guy d’)",
2026-08-31T10:38:49Z,,6,,,,,IMSLP618722,,IMSLP work page not resolved,"One who never turned his back (Mackenzie, Alexander)",,,needs_manual_review,,"One who never turned his back (Mackenzie, Alexander)",
2026-08-31T10:38:50Z,,14,,,,,IMSLP621593,,IMSLP work page not resolved,"2 Niederländisches Wiegenlied (Faisst, Clara Mathilda)",,,needs_manual_review,,"2 Niederländisches Wiegenlied (Faisst, Clara Mathilda)",
